Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
188,James Harden,PG,34,LAC,54,54,1864,7.2,16.3,0.443,3.9,9.7,0.409,3.3,6.6,0.494,6.3,7.2,0.883,0.7,6.6,7.2,11.8,1.6,1.3,3.7,2.7,24.7,,128,115,hardeja01
189,Jaden Hardy,SG,21,DAL,54,6,801,9.4,23.1,0.407,4.2,11.5,0.365,5.2,11.6,0.448,2.3,3.2,0.717,0.9,5.1,6,5.1,1,0.2,2.4,3.5,25.2,,105,120,hardyja02
190,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,12.1,0,0,0,24.2,0,,227,125,harpero02
191,Gary Harris,SG,29,ORL,38,11,872,5.4,12,0.453,3,8.2,0.372,2.4,3.8,0.627,1.5,2,0.771,1,2.7,3.7,3.8,1.9,0.6,1.1,3.7,15.4,,125,114,harriga01
192,Joe Harris,SG,32,DET,16,0,170,3.9,11,0.359,2.8,8.5,0.333,1.1,2.5,0.444,0.3,0.6,0.5,0.8,2.8,3.7,2.8,0.8,0.6,1.1,5.4,11,,103,124,harrijo01
193,Kevon Harris,SG,26,ORL,2,0,6,16.4,24.6,0.667,0,0,,16.4,24.6,0.667,0,0,,0,16.4,16.4,8.2,0,0,8.2,24.6,32.8,,101,111,harrike01
194,Tobias Harris,PF,31,PHI,54,54,1826,9.7,19.5,0.5,1.8,5.1,0.356,7.9,14.4,0.551,4.1,4.6,0.896,1.6,7.2,8.8,4.6,1.5,0.8,1.9,2.5,25.4,,121,116,harrito02
195,Shaquille Harrison,SG,30,MEM,3,0,6,8.1,16.2,0.5,0,0,,8.1,16.2,0.5,0,0,,0,16.2,16.2,0,0,8.1,0,0,16.2,,99,104,harrish01
196,Josh Hart,SF,28,NYK,60,21,1873,5.3,12.5,0.424,1.7,5.2,0.325,3.6,7.3,0.495,1.6,2.1,0.769,2.2,10,12.2,5.6,1.4,0.5,2.1,3.1,13.9,,114,113,hartjo01
197,Isaiah Hartenstein,C,25,NYK,55,29,1384,5.5,9,0.61,0,0.1,0.333,5.5,8.9,0.614,2.8,3.9,0.729,6.6,10.1,16.8,4.3,2.2,2.1,2.3,5.6,13.8,,134,109,harteis01
198,Sam Hauser,SF,26,BOS,59,6,1243,6.3,14.2,0.447,5.1,12.3,0.417,1.2,1.9,0.646,0.6,0.7,0.882,1.4,6.5,7.8,2.1,0.9,0.6,1.1,3.1,18.4,,125,114,hausesa01
199,Jordan Hawkins,SG,21,NOP,54,10,1065,7.6,19.3,0.393,4.8,12.8,0.373,2.8,6.5,0.434,2.9,3.4,0.853,1.3,5.1,6.4,3,0.8,0.3,1.7,3.1,22.9,,112,117,hawkijo01
200,Jaxson Hayes,C,23,LAL,51,3,569,6.8,9.8,0.692,0,0.6,0,6.8,9.2,0.736,2.3,3.9,0.596,3.4,7,10.5,1.8,2.1,1.7,1.8,6.9,15.9,,128,114,hayesja02
201,Killian Hayes,PG,22,DET,42,31,1008,5.6,13.5,0.413,1,3.5,0.297,4.5,9.9,0.455,1.6,2.4,0.66,0.5,5.1,5.7,9.7,1.7,1,2.4,3.6,13.7,,107,120,hayeski01
202,Gordon Hayward,SF,33,TOT,31,25,886,8,17.7,0.453,1.2,3.4,0.361,6.8,14.3,0.475,3.6,4.6,0.774,1.7,6,7.7,6.7,1.5,0.7,2.9,2.6,20.8,,108,120,haywago01
202,Gordon Hayward,SF,33,CHO,25,25,798,8.5,18.2,0.468,1.4,3.7,0.361,7.2,14.5,0.496,3.8,5,0.765,1.5,5.6,7.2,7.1,1.7,0.7,3.1,2.8,22.2,,109,120,haywago01
202,Gordon Hayward,SF,33,OKC,6,0,88,3.3,12.6,0.261,0,0,,3.3,12.6,0.261,1.6,1.6,1,3.3,8.7,12,2.7,0,0,0.5,1.1,8.2,,89,117,haywago01
203,Scoot Henderson,PG,19,POR,43,16,1160,8.1,21.5,0.375,2.2,7.1,0.31,5.9,14.3,0.408,5.1,6.3,0.818,1.6,3.8,5.4,8.6,1,0.4,5.4,5.5,23.4,,97,120,hendesc01
204,Taylor Hendricks,PF,20,UTA,22,5,387,6,14,0.425,2.6,8.2,0.318,3.3,5.8,0.574,1.1,1.4,0.818,3.3,7.7,11,1.5,1.7,1.6,2.1,4.6,15.6,,107,117,hendrita01
205,Tyler Herro,SG,24,MIA,36,36,1209,11.6,26.6,0.437,4.8,12,0.399,6.8,14.6,0.468,2.7,3.2,0.835,0.7,7.1,7.8,6.5,1.2,0.1,3.2,2.1,30.7,,107,115,herroty01
206,Buddy Hield,SF-SG,31,TOT,62,38,1674,8.1,18.3,0.444,4.9,12.5,0.39,3.2,5.8,0.561,0.9,1,0.838,1.1,4.5,5.6,5.5,1.5,0.9,2.3,3.8,22,,115,120,hieldbu01
206,Buddy Hield,SF,31,IND,52,28,1336,8,18.2,0.443,4.8,12.5,0.384,3.2,5.6,0.575,1,1.2,0.848,1.2,4.7,5.9,4.9,1.5,1.1,2.2,3.6,21.9,,115,120,hieldbu01
206,Buddy Hield,SG,31,PHI,10,10,338,8.5,19,0.447,5.2,12.6,0.414,3.3,6.5,0.511,0.4,0.6,0.75,0.9,3.9,4.8,7.9,1.6,0.3,2.7,4.5,22.6,,117,118,hieldbu01
207,Haywood Highsmith,PF,27,MIA,44,24,920,5.1,11.9,0.432,2.6,7.1,0.366,2.5,4.8,0.528,1.1,1.4,0.808,2,4.6,6.7,2.3,2.3,1.3,1.4,4.7,14,,112,112,highsha01
208,Nate Hinton,SG,24,HOU,11,0,58,8.3,16.7,0.5,5.8,9.2,0.636,2.5,7.5,0.333,3.3,4.2,0.8,2.5,7.5,10,5,1.7,1.7,1.7,8.3,25.8,,139,111,hintona01
209,D'Moi Hodge,SG,25,LAL,7,0,41,5.8,17.4,0.333,3.5,13.9,0.25,2.3,3.5,0.667,1.2,2.3,0.5,0,0,0,5.8,1.2,1.2,1.2,4.6,16.3,,97,121,hodgedm01
210,Aaron Holiday,PG,27,HOU,57,1,974,7,15.4,0.453,3.4,8.2,0.41,3.6,7.2,0.503,2,2.2,0.889,0.8,4.1,4.9,5.2,1.5,0.2,2.2,4.5,19.4,,116,115,holidaa01
211,Jrue Holiday,PG,33,BOS,55,55,1817,7.3,15.2,0.48,3,6.7,0.448,4.3,8.4,0.506,1.5,1.8,0.824,1.9,6.5,8.4,7.2,1.3,1.1,2.7,2.5,19.1,,122,112,holidjr01
212,Justin Holiday,SG,34,DEN,38,9,549,5.1,10.9,0.463,3.2,7.8,0.407,1.9,3.2,0.6,0.3,0.4,0.75,0.5,3.7,4.2,3.4,2.2,0.3,0.8,4.2,13.5,,125,115,holidju01
213,Richaun Holmes,C-PF,30,TOT,30,2,312,7.2,12.9,0.553,0.2,0.2,1,7,12.8,0.548,2.4,4,0.615,6.1,9,15.1,2.4,0.6,1.7,2.4,6.5,16.9,,118,118,holmeri01
213,Richaun Holmes,C,30,DAL,23,2,237,6.7,11.9,0.559,0,0,,6.7,11.9,0.559,2.4,4.2,0.571,6.7,9.1,15.7,3,0.6,1.8,2.4,6.7,15.7,,121,117,holmeri01
